Aarons Pass,NSW 
Birtinya,QLD 
Bishopsbourne,TAS 
Bishops Bridge,NSW 
Bithramere,NSW 
Bittern,VIC 
Blackall,QLD 
Blackalls Park,NSW 
Blackbull,QLD 
Blackburn North,VIC 
Blackburn South,VIC 
Blackburn,VIC 
Blackbutt North,QLD 
Blackbutt,NSW 
Blackbutt,QLD 
Blackbutt South,QLD 
Black Creek,NSW 
Blackdown,QLD 
Black Duck Creek,QLD 
Blackett,NSW 
Blackfellows Caves,SA 
Blackfellows Creek,SA 
Blackford,SA 
Black Forest,SA 
Black Head,NSW 
Blackheath,NSW 
Blackheath,VIC 
Black Hill,NSW 
Black Hill,SA 
Black Hills,TAS 
Black Hill,VIC 
Black Hollow,NSW 
Black Jack,QLD 
Black Jungle,NT
Blackmans Bay,TAS 
Blackmans Flat,NSW 
Blackmans Point,NSW 
Blackmore,NT
Black Mountain,ACT 
Black Mountain,NSW 
Black Mountain,QLD 
Black Point,SA 
Black Range,NSW 
Black Range,VIC 
Black River,QLD 
Black River,TAS 
Black Rock North,VIC 
Blackrock,QLD 
Black Rock,SA 
Black Rock,VIC 
Blacks Beach,QLD 
Blacksmiths,NSW 
Black Snake,QLD 
Blacksoil,QLD 
Black Springs,NSW 
Black Springs,SA 
Blackstone Heights,TAS 
Blackstone,QLD 
Black Swamp,NSW 
Blacktown,NSW 
Blacktown Westpoint,NSW 
Blackville,NSW 
Blackwall,NSW 
Blackwall,TAS 
Blackwarry,VIC 
Blackwater,QLD 
Blackwood Creek,TAS 
Blackwood Forest,VIC 
Blackwood,SA 
Blackwood,VIC 
Blair Athol,NSW 
Blair Athol,SA 
Blairgowrie,VIC 
Blairmore,QLD 
Blairmount,NSW 
Blakebrook,NSW 
Blakehurst,NSW 
Blakeview,SA 
Blakeville,VIC 
Blakiston,SA 
Blakney Creek,NSW 
Blampied,VIC 
Blanche Harbor,SA 
Blanchetown,SA 
Blanchview,QLD 
Blandford,NSW 
Bland,NSW 
Blanket Flat,NSW 
Blantyre,QLD 
Blaxcell,NSW 
Blaxland East,NSW 
Blaxland,NSW 
Blaxland,QLD 
Blaxlands Creek,NSW 
Blaxlands Ridge,NSW 
Blayney,NSW 
Blenheim,QLD 
Blenheim Road,NSW 
Blessington,TAS 
Bletchley,SA 
Blewitt Springs,SA 
Bli Bli,QLD 
Bligh Park,NSW 
Blighty,NSW 
Blind Bight,VIC 
Blinman,SA 
Bloomfield,QLD 
Bloomsbury,QLD 
Blowering,NSW 
Blowhard,VIC 
Blue Bay,NSW 
Blue Haven,NSW 
Blue Hills,QLD 
Blue Knob,NSW 
Blue Mountain Heights,QLD 
Blue Mountain,QLD 
Blue Nobby,NSW 
Blue Rocks,TAS 
Blue Vale,NSW 
Bluewater Park,QLD 
Bluewater,QLD 
Blueys Beach,NSW 
Bluff Beach,SA 
Bluff Point,WA 
Bluff,QLD 
Blumont,TAS 
Blythdale,QLD 
Blythewood,WA 
Blyth,SA 
Boallia,WA 
Boambee East,NSW 
Boambee,NSW 
Boambolo,NSW 
Boat Harbour Beach,TAS 
Boat Harbour,NSW 
Boat Harbour,TAS 
Boatswain Point,SA 
Bobadah,NSW 
Bobalong,WA 
Bobinawarrah,VIC 
Bobin,NSW 
Bobs Creek,NSW 
Bobs Farm,NSW 
Bobundara,NSW 
Bochara,VIC 
Bockelberg,SA 
Bocoble,NSW 
Bocobra,NSW 
Boconnoc Park,SA 
Boco,NSW 
Bodalla,NSW 
Bodallin,WA 
Bodangora,NSW 
Boddington,WA 
Boeill Creek,NSW 
Bogandilla,QLD 
Bogangar,NSW 
Bogan Gate,NSW 
Bogan,NSW 
Bogee,NSW 
Boggabilla,NSW 
Boggabri,NSW 
Bogie,QLD 
Bogong Peaks Wilderness,NSW 
Bogong,VIC 
Bohena Creek,NSW 
Bohle Plains,QLD 
Bohle,QLD 
Bohnock,NSW 
Boho South,VIC 
Boho,VIC 
Boigbeat,VIC 
Boigu Island,QLD 
Boilup,WA 
Boinka,VIC 
Boisdale,VIC 
Bokal,WA 
Bokarina,QLD 
Bolangum,VIC 
Bolaro,NSW 
Bolgart,WA 
Bolinda,VIC 
Bolivar,SA 
Bolivia,NSW 
Bollier,QLD 
Bollon,QLD 
Bolong,NSW 
Bolton Point,NSW 
Bolton,VIC 
Bolto,SA 
Bolwarra Heights,NSW 
Bolwarrah,VIC 
Bolwarra,NSW 
Bolwarra,QLD 
Bolwarra,VIC 
Bomaderry,NSW 
Bombah Point,NSW 
Bombala,NSW 
Bombay,NSW 
Bombeeta,QLD 
Bombira,NSW 
Bom Bom,NSW 
Bombo,NSW 
Bombowlee Creek,NSW 
Bombowlee,NSW 
Bomen,NSW 
Bomera,NSW 
Bon Accord,QLD 
Bonalbo,NSW 
Bonang,VIC 
Bona Vista,VIC 
Bonbeach,VIC 
Bondi Beach,NSW 
Bondi Forest,NSW 
Bondi Junction,NSW 
Bondi,NSW 
Bondoola,QLD 
Bond University,QLD 
Bonegilla,VIC 
Boneo,VIC 
Bongaree,QLD 
Bongeen,QLD 
Bonnells Bay,NSW 
Bonner,ACT 
Bonnet Bay,NSW 
Bonnet Hill,TAS 
Bonnie Doon,QLD 
Bonnie Doon,VIC 
Bonniefield,WA 
Bonnie Rock,WA 
Bonn,VIC 
Bonny Hills,NSW 
Bonnyrigg Heights,NSW 
Bonnyrigg,NSW 
Bonogin,QLD 
Bonshaw,NSW 
Bonshaw,QLD 
Bonshaw,VIC 
Bonville,NSW 
Bony Mountain,QLD 
Bonython,ACT 
Booborowie,SA 
Boobyalla,TAS 
Boodarie,WA 
Boodarockin,WA 
Boodua,QLD 
Booerie Creek,NSW 
Boogan,QLD 
Booie,QLD 
Bookaar,VIC 
Bookabie,SA 
Bookara,WA 
Book Book,NSW 
Booker Bay,NSW 
Bookham,NSW 
Bookookoorara,NSW 
Bookpurnong,SA 
Bookram,NSW 
Boolading,WA 
Boolambayte,NSW 
Boolarong,VIC 
Boolaroo,NSW 
Boolarra South,VIC 
Boolarra,VIC 
Boola,VIC 
Boolboonda,QLD 
Boolburra,QLD 
Boolcarroll,NSW 
Boole Poole,VIC 
Booleroo Centre,SA 
Boolgun,SA 
Booligal,NSW 
Boolijah,NSW 
Boolite,VIC 
Bool Lagoon,SA 
Boomahnoomoonah,VIC 
Boomanoomana,NSW 
Boomerang Beach,NSW 
Boomer Bay,TAS 
Boomey,NSW 
Boomi Creek,NSW 
Boomi,NSW 
Boompa,QLD 
Boonah,QLD 
Boonah,VIC 
Boonal,NSW 
Boona Mount,NSW 
Boonanarring,WA 
Boonara,QLD 
Boonarga,QLD 
Boondall,QLD 
Boondandilla,QLD 
Boondooma,QLD 
Boonerdo,SA 
Boonoo Boonoo,NSW 
Boonooroo Plains,QLD 
Boonooroo,QLD 
Boorabbin,WA 
Boorabee Park,NSW 
Booragoon,WA 
Booragul,NSW 
Booralaming,WA 
Booral,NSW 
Booral,QLD 
Booran Road Po,VIC 
Boorara Brook,WA 
Boorara,WA 
Boorcan,VIC 
Boorganna,NSW 
Boorga,NSW 
Boorhaman East,VIC 
Boorhaman North,VIC 
Boorhaman,VIC 
Boorolite,VIC 
Boorolong,NSW 
Booroobin,QLD 
Boorook,NSW 
Boorool,VIC 
Boorooma,NSW 
Booroorban,NSW 
Boorowa,NSW 
Boors Plain,SA 
Boort,VIC 
Boosey,VIC 
Bootawa,NSW 
Bootenal,WA 
Boothendarra,WA 
Booti Booti,NSW 
Booubyjan,QLD 
Booval Fair,QLD 
Booval,QLD 
Booyal,QLD 
Booyong,NSW 
Bo Peep,VIC 
Borah Creek,NSW 
Borallon,QLD 
Boralma,VIC 
Borambil,NSW 
Borambola,NSW 
Boraning,WA 
Boranup,WA 
Bora Ridge,NSW 
Borden,WA 
Borderdale,WA 
Border Ranges,NSW 
Bordertown,SA 
Bordertown South,SA 
Boree Creek,NSW 
Boreen Point,QLD 
Boree,NSW 
Borenore,NSW 
Bornes Hill,VIC 
Bornholm,WA 
Boronia Heights,QLD 
Boronia Park,NSW 
Boronia,VIC 
Boro,NSW 
Bororen,QLD 
Borrika,SA 
Borroloola,NT
Borung,VIC 
Boscabel,WA 
Bossley Park,NSW 
Bostobrick,NSW 
Bostocks Creek,VIC 
Boston,SA 
Botanic Ridge,VIC 
Botany,NSW 
Bothwell,TAS 
Botobolar,NSW 
Bottle Creek,NSW 
Bouddi,NSW 
Bouldercombe,QLD 
Boulder Creek,QLD 
Boulder,WA 
Boulia,QLD 
Boundain,WA 
Boundary Bend,VIC 
Bourbah,NSW 
Bourkelands,NSW 
Bourke,NSW 
Bournda,NSW 
Bournewood,NSW 
Bouvard,WA 
Bovell,WA 
Bowan Park,NSW 
Bow Bowing,NSW 
Bow Bridge,WA 
Bowden,SA 
Bowelling,WA 
Bowenfels,NSW 
Bowen Hills,QLD 
Bowen Mountain,NSW 
Bowen,NSW 
Bowen,QLD 
Bowenvale,VIC 
Bowenville,QLD 
Bower,SA 
Bowes,WA 
Boweya North,VIC 
Boweya,VIC 
Bowgada,WA 
Bowhill,SA 
Bowillia,SA 
Bowling Alley Point,NSW 
Bowman Farm,NSW 
Bowman,NSW 
Bowmans Creek,NSW 
Bowmans Forest,VIC 
Bowmans,SA 
Bowna,NSW 
Bowning,NSW 
Bowral,NSW 
Bowraville,NSW 
Bowser,VIC 
Boxers Creek,NSW 
Box Head,NSW 
Box Hill Central,VIC 
Box Hill North,VIC 
Box Hill,NSW 
Box Hill South,VIC 
Box Hill,VIC 
Box Ridge,NSW 
Boxwood Hill,WA 
Boxwood,VIC 
Boyanup,WA 
Boyatup,WA 
Boya,WA 
Boydtown,NSW 
Boyerine,WA 
Boyer,TAS 
Boyland,QLD 
Boynedale,QLD 
Boyne Island,QLD 
Boyneside,QLD 
Boyne Valley,QLD 
Boynewood,QLD 
Boyup Brook,WA 
Brabham,WA 
Bracalba,QLD 
Bracewell,QLD 
Bracken Ridge,QLD 
Bracknell,TAS 
Bradbury,NSW 
Bradbury,SA 
Braddon,ACT 
Bradford,VIC 
Bradshaw,NT
Bradvale,VIC 
Brady Creek,SA 
Bradys Lake,TAS 
Braefield,NSW 
Braemar Bay,NSW 
Braemar,NSW 
Braemeadows,QLD 
Braemore,QLD 
Braeside,VIC 
Brahma Lodge,SA 
Braidwood,NSW 
Braitling,NT
Bramfield,SA 
Bramley,WA 
Brampton Island,QLD 
Bramston Beach,QLD 
Branch Creek,QLD 
Branchview,QLD 
Branditt,VIC 
Brandon Park,VIC 
Brandon,QLD 
Brandum,TAS 
Brandy Creek,QLD 
Brandy Creek,VIC 
Brandy Hill,NSW 
Branxholme,VIC 
Branxholm,TAS 
Branxton,NSW 
Branyan,QLD 
Brassall,QLD 
Braunstone,NSW 
Bravington,VIC 
Brawboy,NSW 
Braybrook,VIC 
Bray Park,NSW 
Bray Park,QLD 
Bray,SA 
Brays Creek,NSW 
Brayton,NSW 
Brazier,WA 
Breadalbane,NSW 
Breadalbane,QLD 
Breadalbane,TAS 
Breakaway Creek,VIC 
Breakaway,QLD 
Breakfast Creek,NSW 
Breakfast Point,NSW 
Breakwater,VIC 
Bream Beach,NSW 
Bream Creek,TAS 
Breamlea,VIC 
Bredbo,NSW 
Breddan,QLD 
Breelong,NSW 
Breera,WA 
Breeza,NSW 
Bremer Bay,WA 
Bremer,QLD 
Brenanah,VIC 
Brendale BC,QLD 
Brendale DC,QLD 
Brendale,QLD 
Brenda Park,SA 
Brentford Square,VIC 
Brentwood,SA 
Brentwood,WA 
Breona,TAS 
Breton Bay,WA 
Bretti,NSW 
Brewarrina,NSW 
Brewongle,NSW 
Brewster,VIC 
Briagolong,VIC 
Briarbrook,NSW 
Briar Hill,VIC 
Bribbaree,NSW 
Bribie Island North,QLD 
Bribie Island,QLD 
Bridge Creek,VIC 
Bridgeman Downs,QLD 
Bridgenorth,TAS 
Bridges,QLD 
Bridgetown,WA 
Bridgewater North,VIC 
Bridgewater On Loddon,VIC 
Bridgewater,SA 
Bridgewater,TAS 
Bridgewater,VIC 
Bridgman,NSW 
Bridport,TAS 
Brierfield,NSW 
Brigadoon,WA 
Brigalow,QLD 
Briggsvale,NSW 
Brightly,QLD 
Brighton East,VIC 
Brighton Eventide,QLD 
Brighton-Le-Sands,NSW 
Brighton Nathan Street,QLD 
Brighton North,VIC 
Brighton,QLD 
Brighton Road,VIC 
Brighton,SA 
Brighton,TAS 
Brighton,VIC 
Bright,SA 
Bright,VIC 
Brightview,QLD 
Brightwaters,NSW 
Brigooda,QLD 
Bril Bril,NSW 
Brimbago,SA 
Brimbin,NSW 
Brimboal,VIC 
Brimin,VIC 
Brimpaen,VIC 
Brim,VIC 
Brindabella,NSW 
Brinerville,NSW 
Bringalbert,VIC 
Bringalily,QLD 
Bringelly,NSW 
Bringenbrong,NSW 
Bringo,WA 
Brinkin,NT
Brinkley,SA 
Brinkworth,SA 
Brinsmead,QLD 
Brisbane Adelaide Street,QLD 
Brisbane Airport,QLD 
Brisbane City,QLD 
Brisbane GPO Boxes,QLD 
Brisbane GPO,QLD 
Brisbane Grove,NSW 
Brisbane Market,QLD 
Brisbane,QLD 
Brit Brit,VIC 
Brittons Swamp,TAS 
Broadbeach,QLD 
Broadbeach Waters,QLD 
Broadford,VIC 
Broadlands,VIC 
Broadmarsh,TAS 
Broadmeadow,NSW 
Broadmeadows,TAS 
Broadmeadows,VIC 
Broadmere,QLD 
Broadview,SA 
Broadwater,NSW 
Broadwater,QLD 
Broadwater,VIC 
Broadwater,WA 
Broadway Nedlands,WA 
Broadway,NSW 
Broadwood,WA 
Brobenah,NSW 
Brocklehurst,NSW 
Brocklesby,NSW 
Brockley,NSW 
Brockman,WA 
Brodies Plains,NSW 
Brodribb River,VIC 
Brogans Creek,NSW 
Brogers Creek,NSW 
Brogo,NSW 
Broken Creek,VIC 
Broken Head,NSW 
Broken Hill North,NSW 
Broken Hill,NSW 
Broken Hill West,NSW 
Broken River,QLD 
Broke,NSW 
Broke,WA 
Brombin,NSW 
Bromelton,QLD 
Bromley,VIC 
Brompton,SA 
Bronte,NSW 
Bronte Park,TAS 
Brookdale,NSW 
Brookdale,WA 
Brooker,SA 
Brookfield,NSW 
Brookfield,QLD 
Brookfield,VIC 
Brookhampton,WA 
Brookhill,QLD 
Brooklana,NSW 
Brooklands,QLD 
Brooklet,NSW 
Brooklyn,NSW 
Brooklyn Park,SA 
Brooklyn,TAS 
Brooklyn,VIC 
Brookong,NSW 
Brooks Bay,TAS 
Brookside Centre,QLD 
Brookstead,QLD 
Brookton,WA 
Brookvale,NSW 
Brookville,VIC 
Brookwater,QLD 
Brooloo,QLD 
Brooman,NSW 
Broomehill East,WA 
Broomehill Village,WA 
Broomehill,WA 
Broomehill West,WA 
Broome,WA 
Broomfield,VIC 
Brooms Head,NSW 
Brooweena,QLD 
Broughams Gate,NSW 
Broughton,NSW 
Broughton,QLD 
Broughton River Valley,SA 
Broughton Vale,NSW 
Broughton,VIC 
Broughton Village,NSW 
Broulee,NSW 
Brovinia,QLD 
Brown Beach,SA 
Brown Hill Creek,SA 
Brown Hill,VIC 
Brown Hill,WA 
Brownlow Hill,NSW 
Brownlow Ki,SA 
Brownlow,SA 
Brown Range,WA 
Browns Creek,NSW 
Browns Mountain,NSW 
Browns Plains,QLD 
Browns Plains,VIC 
Brownsville,NSW 
Broxburn,QLD 
Bruarong,VIC 
Bruce,ACT 
Brucedale,NSW 
Bruce Rock,WA 
Bruce,SA 
Brucknell,VIC 
Bruie Plains,NSW 
Bruinbun,NSW 
Brukunga,SA 
Brumby Plains,NSW 
Brumby,VIC 
Brundee,NSW 
Brungle Creek,NSW 
Brungle,NSW 
Brunkerville,NSW 
Brunswick East,VIC 
Brunswick Heads,NSW 
Brunswick Lower,VIC 
Brunswick North,VIC 
Brunswick South,VIC 
Brunswick,VIC 
Brunswick,WA 
Brunswick West,VIC 
Brush Creek,QLD 
Brushgrove,NSW 
Brushy Creek,NSW 
Bruthen,VIC 
Bryden,QLD 
Brymaroo,QLD 
Buangla,NSW 
Buangor,VIC 
Buaraba,QLD 
Buaraba South,QLD 
Bucasia,QLD 
Buccan,QLD 
Bucca,NSW 
Bucca,QLD 
Buccarumbi,NSW 
Bucca Wauka,NSW 
Buchanan,NSW 
Buchanan,NT
Buchanan,QLD 
Buchanan,SA 
Buchan South,VIC 
Buchan,VIC 
Buchfelde,SA 
Buckajo,NSW 
Buckaroo,NSW 
Buckenbowra,NSW 
Buckenderra,NSW 
Buckendoon,NSW 
Bucketty,NSW 
Buckingham,QLD 
Buckingham,SA 
Buckingham,WA 
Buckland Park,SA 
Buckland,QLD 
Buckland,TAS 
Buckland,VIC 
Buckland,WA 
Buckleboo,SA 
Buckley Swamp,VIC 
Buckley,VIC 
Buckrabanyule,VIC 
Buckra Bendinni,NSW 
Budawang,NSW 
Buddabadah,NSW 
Budden,NSW 
Budderoo,NSW 
Buddina,QLD 
Buddong,NSW 
Buderim,QLD 
Budgee Budgee,NSW 
Budgee Budgee,VIC 
Budgee,QLD 
Budgeree,VIC 
Budgerum East,VIC 
Budgewoi,NSW 
Budgewoi Peninsula,NSW 
Budgong,NSW 
Buffalo Creek,NT
Buffalo River,VIC 
Buffalo,VIC 
Buff Point,NSW 
Bugaldie,NSW 
Bugle Hut,SA 
Bugle Ranges,SA 
Builyan,QLD 
Bukali,QLD 
Bukalong,NSW 
Bukkulla,NSW 
Bulahdelah,NSW 
Bulart,VIC 
Buldah,VIC 
Bulee,NSW 
Bulga Forest,NSW 
Bulgana,VIC 
Bulga,NSW 
Bulgarra,WA 
Bulgary,NSW 
Bulga,VIC 
Bulgun,QLD 
Bulimba,QLD 
Bullabulling,WA 
Bullaburra,NSW 
Bulla Creek,NSW 
Bullagreen,NSW 
Bullaharre,VIC 
Bulla,NSW 
Bullarah,NSW 
Bullaring,WA 
Bullarook,VIC 
Bullarto South,VIC 
Bullarto,VIC 
Bullatale,NSW 
Bulla,VIC 
Bullawa Creek,NSW 
Bullawarra,QLD 
Bullcamp,QLD 
Bull Creek,SA 
Bull Creek,WA 
Bulldog,NSW 
Bulleen,VIC 
Bullengarook,VIC 
Bulleringa,QLD 
Buller,WA 
Bullfinch,WA 
Bulliac,NSW 
Bulli Creek,QLD 
Bulli,NSW 
Bullioh,VIC 
Bullio,NSW 
Bullock Hills,WA 
Bulloo Downs,QLD 
Bullsbrook,WA 
Bullumwaal,VIC 
Bullyard,QLD 
Bulman Weemol,NT
Buln Buln East,VIC 
Buln Buln,VIC 
Bulong,WA 
Bulwer,QLD 
Bulyee,WA 
Bulyeroi,NSW 
Bumbaldry,NSW 
Bumbalong,NSW 
Bumberrah,VIC 
Bumberry,NSW 
Bumbunga,SA 
Bunbartha,VIC 
Bunburra,QLD 
Bunbury,SA 
Bunbury,WA 
Bundabah,NSW 
Bundaberg Central,QLD 
Bundaberg Dc,QLD 
Bundaberg East,QLD 
Bundaberg North,QLD 
Bundaberg,QLD 
Bundaberg South,QLD 
Bundaberg West,QLD 
Bundagen,NSW 
Bundalaguah,VIC 
Bundaleer Gardens,SA 
Bundaleer North,SA 
Bundall BC,QLD 
Bundall DC,QLD 
Bundall,QLD 
Bundalong South,VIC 
Bundalong,VIC 
Bundamba,QLD 
Bundanoon,NSW 
Bundanoon,WA 
Bundara,VIC 
Bundarra,NSW 
Bundeena,NSW 
Bundella,NSW 
Bundemar,NSW 
Bundewallah,NSW 
Bundey,SA 
Bunding,VIC 
Bundjalung,NSW 
Bundook,NSW 
Bundoora,VIC 
Bundure,NSW 
Bungaba,NSW 
Bungabbee,NSW 
Bungadoo,QLD 
Bungador,VIC 
Bungalally,VIC 
Bungalora,NSW 
Bungalow,QLD 
Bungal,VIC 
Bungama,SA 
Bungarby,NSW 
Bungaree,SA 
Bungaree,TAS 
Bungaree,VIC 
Bungarribee,NSW 
Bungawalbin,NSW 
Bung Bong,VIC 
Bungeet,VIC 
Bungeet West,VIC 
Bungendore,NSW 
Bungeworgorai,QLD 
Bungil,QLD 
Bungil,VIC 
Bungonia,NSW 
Bungowannah,NSW 
Bungulla,NSW 
Bungulla,WA 
Bunguluke,VIC 
Bungundarra,QLD 
Bungunya,QLD 
Bungwahl,NSW 
Buniche,WA 
Buninyong,VIC 
Bunjil,WA 
Bunjurgen,QLD 
Bunkers Hill,VIC 
Bunnaloo,NSW 
Bunnan,NSW 
Buntine,WA 
Bunya Creek,QLD 
Bunyah,NSW 
Bunya Mountains,QLD 
Bunyan,NSW 
Bunya,QLD 
Bunyip North,VIC 
Bunyip,VIC 
Buragwonduc,VIC 
Burakin,WA 
Buraminya,WA 
Buranda,QLD 
Burbank,QLD 
Burburgate,NSW 
Burcher,NSW 
Burdell,QLD 
Burdett,SA 
Bureen,NSW 
Burekup,WA 
Burges,WA 
Burgooney,NSW 
Burgowan,QLD 
Burkes Bridge,VIC 
Burkes Flat,VIC 
Burketown,QLD 
Burleigh DC,QLD 
Burleigh Heads,QLD 
Burleigh,QLD 
Burleigh Town,QLD 
Burleigh Waters,QLD 
Burlong,WA 
Burma Road,WA 
Burnbank,VIC 
Burncluith,QLD 
Burnett Creek,QLD 
Burnett Heads,QLD 
Burnewang,VIC 
Burnie,TAS 
Burnley North,VIC 
Burnley,VIC 
Burns Beach,WA 
Burns Creek,TAS 
Burnsfield,SA 
Burnside Heights,VIC 
Burnside,QLD 
Burnside,SA 
Burnside,VIC 
Burnside,WA 
Burnt Bridge,NSW 
Burnt Yards,NSW 
Buronga,NSW 
Burpengary DC,QLD 
Burpengary East,QLD 
Burpengary,QLD 
Burraboi,NSW 
Burracoppin,WA 
Burra Creek,NSW 
Burradoo,NSW 
Burra Eastern Districts,SA 
Burraga,NSW 
Burragate,NSW 
Burramboot,VIC 
Burramine South,VIC 
Burramine,VIC 
Burrandana,NSW 
Burraneer,NSW 
Burrangong,NSW 
Burran Rock,WA 
Burra,NSW 
Burrapine,NSW 
Burra,SA 
Burrawang,NSW 
Burrell Creek,NSW 
Burren Junction,NSW 
Burrier,NSW 
Burrill Lake,NSW 
Burringbar,NSW 
Burrinjuck,NSW 
Burroway,NSW 
Burrowye,VIC 
Burrumbeet,VIC 
Burrumbuttock,NSW 
Burrum Heads,QLD 
Burrum River,QLD 
Burrum Town,QLD 
Burrundie,NT
Burrundulla,NSW 
Burrungule,SA 
Burrup,WA 
Burswood,WA 
Burton,QLD 
Burton,SA 
Burt Plain,NT
Burtville,WA 
Burua,QLD 
Burwood East,VIC 
Burwood Heights,NSW 
Burwood Heights,VIC 
Burwood North,NSW 
Burwood,NSW 
Burwood,VIC 
Busby,NSW 
Busbys Flat,NSW 
Bushells Ridge,NSW 
Bushfield,VIC 
Bushland Beach,QLD 
Bushley,QLD 
Bushy Park,TAS 
Bushy Park,VIC 
Busselton,WA 
Butchers Creek,QLD 
Butchers Ridge,VIC 
Bute,SA 
Butler,SA 
Butlers Gorge,TAS 
Butler,WA 
Buttaba,NSW 
Buttai,NSW 
Butterwick,NSW 
Buxton,NSW 
Buxton,QLD 
Buxton,VIC 
Byabarra,NSW 
Byadbo Wilderness,NSW 
Byaduk North,VIC 
Byaduk,VIC 
Byangum,NSW 
Byawatha,VIC 
Bybera,QLD 
Byee,QLD 
Byellee,QLD 
Byfield,QLD 
Byford,WA 
Bygalorie,NSW 
Bylands,VIC 
Bylong,NSW 
Bymount,QLD 
Byng,NSW 
Bynoe Harbour,NT
Bynoe,NT
Byrneside,VIC 
Byrnestown,QLD 
Byrock,NSW 
Byron Bay,NSW 
Byrrill Creek,NSW 
Bywong,NSW 
Cabarita Beach,NSW 
Cabarita,NSW 
Cabarita,VIC 
Cabarlah,QLD 
Cabbage Tree Creek,VIC 
Cabbage Tree Island,NSW 
Cabbage Tree,VIC 
Cable Beach,WA 
Caboolture BC,QLD 
Caboolture,QLD 
Caboolture South,QLD 
Caboonbah,QLD 
Cabramatta,NSW 
Cabramatta West,NSW 
Cabramurra,NSW 
Caddens,NSW 
Cadell Lagoon,SA 
Cadello,VIC 
Cadell,SA 
Cadgee,NSW 
Cadgee,SA 
Cadia,NSW 
Cadoux,WA 
Caerleon,NSW 
Caffey,QLD 
Caffreys Flat,NSW 
Caiguna,WA 
Cainbable,QLD 
Cairdbeign,QLD 
Cairncross,NSW 
Cairnlea,VIC 
Cairns Bay,TAS 
Cairns Central,QLD 
Cairns City,QLD 
Cairns DC,QLD 
Cairns Mc,QLD 
Cairns North,QLD 
Cairns Orchid Plaza,QLD 
Cairns,QLD 
Calala,NSW 
Calamia,NSW 
Calamvale,QLD 
Calavos,QLD 
Calca,SA 
Calcium,QLD 
Caldermeade,VIC 
Calder Park,VIC 
Calder,TAS 
Caldervale,QLD 
Calderwood,NSW 
Caldwell,NSW 
Calen,QLD 
Calga,NSW 
Calgoa,QLD 
Calico Creek,QLD 
Califat,NSW 
California Gully,VIC 
Calimo,NSW 
Calingiri,WA 
Calingunee,QLD 
Caliph,SA 
Calista,WA 
Calivil,VIC 
Caljie,WA 
Callaghan,NSW 
Callaghans Creek,NSW 
Callala Bay,NSW 
Callala Beach,NSW 
Cal Lal,NSW 
Callandoon,QLD 
Callawadda,VIC 
Callcup,WA 
Callemondah,QLD 
Callide,QLD 
Callignee North,VIC 
Callignee South,VIC 
Callignee,VIC 
Callington,SA 
Calliope,NSW 
Calliope,QLD 
Calomba,SA 
Caloola,NSW 
Caloote,SA 
Caloundra BC,QLD 
Caloundra DC,QLD 
Caloundra,QLD 
Caloundra West,QLD 
Calrossie,VIC 
Caltowie North,SA 
Caltowie,SA 
Caltowie West,SA 
Calulu,VIC 
Calvert,NT
Calvert,QLD 
Calwell,ACT 
Camballin,WA 
Cambalong,NSW 
Cambarville,VIC 
Camberwell East,VIC 
Camberwell North,VIC 
Camberwell,NSW 
Camberwell South,VIC 
Camberwell,VIC 
Camberwell West,VIC 
Cambewarra,NSW 
Cambewarra Village,NSW 
Camboon,NSW 
Camboon,QLD 
Cambooya,QLD 
Cambrai,SA 
Cambra,NSW 
Cambrian Hill,VIC 
Cambridge Gardens,NSW 
Cambridge Gulf,WA 
Cambridge Park,NSW 
Cambridge Plateau,NSW 
Cambridge,QLD 
Cambridge,TAS 
Cambroon,QLD 
Camdale,TAS 
Camden Head,NSW 
Camden,NSW 
Camden Park,NSW 
Camden Park,SA 
Camden South,NSW 
Camellia,NSW 
Camena,TAS 
Cameron Park,NSW 
Camerons Creek,NSW 
Camillo,WA 
Camira,NSW 
Camira,QLD 
Cammeray,NSW 
Camoola,QLD 
Camooweal,QLD 
Campania,TAS 
Campaspe,QLD 
Campbell,ACT 
Campbell Creek,QLD 
Campbellfield,VIC 
Campbells Bridge,VIC 
Campbells Creek,VIC 
Campbells Forest,VIC 
Campbells Pocket,QLD 
Campbelltown North,NSW 
Campbelltown,NSW 
Campbelltown,SA 
Campbell Town,TAS 
Campbelltown,VIC 
Camp Creek,NSW 
Camp Creek,NT
Camp Creek,QLD 
Camperdown,NSW 
Camperdown,VIC 
Camp Hill,QLD 
Camp Mountain,QLD 
Campoona,SA 
Campsie,NSW 
Campvale,NSW 
Campwin Beach,QLD 
Cams Wharf,NSW 
Canada Bay,NSW 
Canadian Lead,NSW 
Canadian,VIC 
Canaga,QLD 
Canal Creek,QLD 
Canary Island,VIC 
Canbelego,NSW 
Canberra,ACT 
Canberra Airport,ACT 
Canberra Bc,ACT 
Canberra Mc,ACT 
Cancanning,WA 
Candelo,NSW 
Cane,WA 
Cangai,NSW 
Caniaba,NSW 
Caniambo,VIC 
Cania,QLD 
Canina,QLD 
Canley Heights,NSW 
Canley Vale,NSW 
Canna,WA 
Cannawigara,SA 
Cannie,VIC 
Cannindah,QLD 
Canning Bridge Applecross,WA 
Canning Creek,QLD 
Canning Mills,WA 
Cannington,WA 
Canning Vale Dc,WA 
Canning Vale DC,WA 
